rodada,query,tempo_execucao_sem_index,tempo_execucao_com_index
14,45,0.0,6.554.126.739.501.950
14,46,10.101.795.196.533.200,0.0
14,47,997.304.916.381.836,10.590.553.283.691.400
14,48,0.0,0.0
14,49,9.996.891.021.728.510,0.0
14,50,0.0,0.0
14,51,0.0,0.0
14,52,2.387.523.651.123.040,0.0
14,53,0.0,5.297.660.827.636.710
14,54,0.0,0.0
14,55,51.116.943.359.375,10.077.953.338.623.000
15,1,10.433.197.021.484.300,0.0
15,2,8.447.170.257.568.350,10.030.269.622.802.700
15,3,0.0,0.0
15,4,0.0,9.999.275.207.519.530
15,5,10.194.778.442.382.800,0.0
15,6,0.0,0.0
15,7,0.0,9.999.275.207.519.530
15,8,0.0,0.0
15,9,0.0,0.0
15,10,9.987.354.278.564.450,0.0
15,11,0.0,0.0
15,12,9.250.640.869.140.620,0.0
15,13,0.0,0.0
15,14,6.928.443.908.691.400,0.0
15,15,0.0,61.511.993.408
15,16,0.0,0.0
15,17,1.506.805.419.921.870,0.0
15,18,0.0,0.0
15,19,0.0,0.0
15,20,0.0,0.0
15,21,0.0,10.025.501.251.220.700
15,22,0.0,0.0
15,23,0.0,9.970.664.978.027.340
15,24,0.0,0.0
15,25,3.504.037.857.055.660,997.304.916.381.836
15,26,0.0,0.0
15,27,10.247.230.529.785.100,8.244.514.465.332.030
15,28,0.0,0.0
15,29,9.908.676.147.460.930,10.085.105.895.996.000
15,30,0.0,0.0
15,31,0.0,10.030.269.622.802.700
15,32,0.0,0.0
15,33,0.0,9.963.512.420.654.290
15,34,0.0,0.0
15,35,0.0,0.0
15,36,0.0,3.800.392.150.878.900
15,37,0.0,6.456.375.122.070.310
15,38,0.0,7.290.840.148.925.780
15,39,34.868.717.193.603.500,0.0
15,40,0.0,0.0
15,41,40.984.153.747.558.500,4.639.148.712.158.200
15,42,9.450.912.475.585.930,0.0
15,43,0.0,1.012.563.705.444.330
15,44,10.094.642.639.160.100,0.0
15,45,0.0,9.996.891.021.728.510
15,46,9.961.128.234.863.280,0.0
15,47,10.037.422.180.175.700,15.060.901.641.845.700
15,48,0.0,0.0
15,49,10.006.427.764.892.500,1.132.965.087.890.620
15,50,14.946.460.723.876.900,8.463.859.558.105.460
15,51,0.0,0.0
15,52,38.814.544.677.734.300,99.945.068.359.375
15,53,0.0,0.0
15,54,0.0,0.0
15,55,0.0,11.448.860.168.457.000
16,1,0.0,0.0
16,2,0.0,0.0
16,3,0.0,10.039.806.365.966.700
16,4,0.0,6.053.447.723.388.670
16,5,7.512.807.846.069.330,0.0
16,6,0.0,0.0
16,7,10.123.252.868.652.300,0.0
16,8,0.0,0.0
16,9,0.0,0.0
16,10,10.113.716.125.488.200,10.132.789.611.816.400
16,11,0.0,0.0
16,12,1.001.596.450.805.660,9.970.664.978.027.340
16,13,0.0,4.451.274.871.826.170
16,14,10.004.043.579.101.500,0.0
16,15,0.0,0.0
16,16,0.0,1.012.563.705.444.330
16,17,17.347.335.815.429.600,0.0
16,18,0.0,10.018.348.693.847.600
16,19,1.013.040.542.602.530,0.0
16,20,0.0,0.0
16,21,0.0,0.0
16,22,0.0,8.251.667.022.705.070
16,23,11.589.527.130.126.900,0.0
16,24,13.854.503.631.591.700,0.0
16,25,12.979.507.446.289.000,15.065.670.013.427.700
16,26,0.0,0.0
16,27,10.111.331.939.697.200,0.0
16,28,0.0,0.0
16,29,0.0,0.0
16,30,10.309.219.360.351.500,0.0
16,31,0.0,6.918.907.165.527.340
16,32,9.398.460.388.183.590,6.482.601.165.771.480
16,33,0.0,0.0
16,34,0.0,0.0
16,35,0.0,6.334.781.646.728.510
16,36,0.0,0.0
16,37,0.0,0.0
16,38,0.0,0.0
16,39,0.0,0.0
16,40,0.0,0.0
16,41,0.0,15.118.122.100.830.000
16,42,0.0,0.0
16,43,0.0,0.0
16,44,4.875.659.942.626.950,9.968.280.792.236.320
16,45,0.0,0.0
16,46,10.025.501.251.220.700,9.992.122.650.146.480
16,47,9.720.325.469.970.700,7.154.941.558.837.890
16,48,0.0,3.407.001.495.361.320
16,49,18.019.676.208.496.000,10.020.732.879.638.600
16,50,26.161.670.684.814.400,9.987.354.278.564.450
16,51,0.0,99.945.068.359.375
16,52,0.0,0.0
16,53,0.0,31.566.619.873.046.800
16,54,0.0,10.135.173.797.607.400
16,55,0.0,0.0
17,1,10.097.026.824.951.100,0.0
17,2,0.0,0.0
17,3,0.0,0.0
17,4,9.980.201.721.191.400,0.0
17,5,0.0,0.0
17,6,0.0,1.188.516.616.821.280
17,7,10.006.427.764.892.500,0.0
17,8,0.0,0.0
17,9,0.0,0.0
17,10,0.0,9.980.201.721.191.400
17,11,0.0,9.829.998.016.357.420
17,12,0.0,0.0
17,13,5.087.852.478.027.340,0.0
17,14,7.319.450.378.417.960,15.113.353.729.248.000
17,15,0.0,4.291.534.423.828.120
17,16,0.0,4.436.969.757.080.070
17,17,0.0,2.148.151.397.705.070
17,18,8.034.706.115.722.650,0.0
17,19,0.0,0.0
17,20,0.0,0.0
17,21,21.338.462.829.589.800,0.0
17,22,0.0,9.989.738.464.355.460
17,23,28.641.223.907.470.700,0.0
17,24,0.0,0.0
17,25,0.0,9.963.512.420.654.290
17,26,0.0,6.687.641.143.798.820
17,27,1.508.951.187.133.780,0.0
17,28,0.0,0.0
17,29,10.132.789.611.816.400,0.0
17,30,7.359.981.536.865.230,21.800.994.873.046.800
17,31,0.0,6.582.736.968.994.140
17,32,0.0,0.0
17,33,0.0,16.205.310.821.533.200
17,34,0.0,0.0
17,35,0.0,1.008.749.008.178.710
17,36,0.0,957.489.013.671.875
17,37,0.0,0.0
17,38,0.0,10.139.942.169.189.400
17,39,5.623.817.443.847.650,0.0
17,40,0.0,9.996.891.021.728.510
17,41,10.273.456.573.486.300,0.0
17,42,12.998.580.932.617.100,10.018.348.693.847.600
17,43,0.0,5.576.610.565.185.540
17,44,23.565.292.358.398.400,5.288.124.084.472.650
17,45,0.0,15.425.682.067.871.000
17,46,0.0,10.008.811.950.683.500
17,47,0.0,0.0
17,48,0.0,0.0
17,49,0.0,15.056.133.270.263.600
17,50,6.446.361.541.748.040,10.082.721.710.205.000
17,51,0.0,9.248.256.683.349.600
17,52,0.0,0.0
17,53,10.111.331.939.697.200,0.0
17,54,1.003.265.380.859.370,0.0
17,55,0.0,6.029.605.865.478.510
18,1,0.0,0.0
18,2,0.0,0.0
18,3,9.982.585.906.982.420,373.077.392.578.125
18,4,0.0,0.0
18,5,11.997.222.900.390.600,15.118.122.100.830.000
18,6,0.0,0.0
18,7,0.0,0.0
18,8,0.0,0.0
18,9,0.0,0.0
18,10,4.082.918.167.114.250,997.304.916.381.836
18,11,0.0,0.0
18,12,0.0,11.563.301.086.425.700
18,13,0.0,0.0
18,14,0.0,0.0
18,15,45.278.072.357.177.700,0.0
18,16,10.151.863.098.144.500,0.0
18,17,0.0,0.0
18,18,12.726.783.752.441.400,0.0
18,19,0.0,0.0
18,20,0.0,0.0
18,21,0.0,0.0
18,22,0.0,0.0
18,23,0.0,0.0
18,24,605.583.190.918,0.0
18,25,0.0,5.468.606.948.852.530
18,26,0.0,0.0
18,27,19.769.668.579.101.500,0.0
18,28,6.763.935.089.111.320,1.508.951.187.133.780
18,29,0.0,0.0
18,30,0.0,10.135.173.797.607.400
18,31,0.0,10.254.383.087.158.200
18,32,0.0,14.111.995.697.021.400
18,33,0.0,21.479.129.791.259.700
18,34,0.0,0.0
18,35,6.718.635.559.082.030,101.470.947.265.625
18,36,0.0,1.007.080.078.125
18,37,1.016.378.402.709.960,0.0
18,38,10.268.688.201.904.200,0.0
18,39,0.0,15.087.127.685.546.800
18,40,4.227.161.407.470.700,4.360.675.811.767.570
18,41,7.154.941.558.837.890,0.0
18,42,107.574.462.890.625,0.0
18,43,0.0,0.0
18,44,0.0,0.0
18,45,0.0,0.0
18,46,0.0,0.0
18,47,36.792.755.126.953.100,0.0
18,48,5.142.688.751.220.700,0.0
18,49,3.345.489.501.953.120,0.0
18,50,2.043.008.804.321.280,10.082.721.710.205.000
18,51,9.298.324.584.960.930,13.453.960.418.701.100
18,52,26.726.722.717.285.100,8.728.504.180.908.200
18,53,10.027.885.437.011.700,7.963.180.541.992.180
18,54,10.209.083.557.128.900,43.892.860.412.597.600
18,55,0.0,10.037.422.180.175.700
19,1,9.772.777.557.373.040,0.0
19,2,0.0,0.0
19,3,0.0,8.499.622.344.970.700
19,4,0.0,0.0
19,5,2.753.734.588.623.040,0.0
19,6,0.0,10.135.173.797.607.400
19,7,0.0,0.0
19,8,0.0,0.0
19,9,0.0,9.989.738.464.355.460
19,10,0.0,4.341.602.325.439.450
19,11,0.0,1.571.178.436.279.290
19,12,0.0,0.0
19,13,0.0,10.013.580.322.265.600
19,14,0.0,0.0
19,15,0.0,9.989.738.464.355.460
19,16,0.0,0.0
19,17,0.0,0.0
19,18,3.382.444.381.713.860,11.870.861.053.466.700
19,19,0.0,0.0
19,20,10.089.874.267.578.100,885.009.765.625
19,21,0.0,3.306.865.692.138.670
19,22,0.0,0.0
19,23,0.0,10.085.105.895.996.000
19,24,0.0,0.0
19,25,1.001.596.450.805.660,6.871.223.449.707.030
19,26,6.041.526.794.433.590,7.297.992.706.298.820
19,27,8.006.095.886.230.460,0.0
19,28,0.0,3.464.937.210.083.000
19,29,10.104.179.382.324.200,0.0
19,30,0.0,15.742.778.778.076.100
19,31,0.0,0.0
19,32,0.0,9.434.223.175.048.820
19,33,0.0,0.0
19,34,0.0,10.004.043.579.101.500
19,35,0.0,0.0
19,36,0.0,3.981.590.270.996.090
19,37,3.667.593.002.319.330,8.676.052.093.505.850
19,38,0.0,17.881.393.432.617.100
19,39,0.0,10.073.184.967.041.000
19,40,15.087.127.685.546.800,0.0
19,41,0.0,10.006.427.764.892.500
19,42,10.063.648.223.876.900,9.980.201.721.191.400
19,43,0.0,0.0
19,44,1.001.119.613.647.460,12.297.630.310.058.500
19,45,6.928.443.908.691.400,0.0
19,46,0.0,0.0
19,47,20.105.838.775.634.700,8.215.904.235.839.840
19,48,3.821.849.822.998.040,7.548.332.214.355.460
19,49,12.938.976.287.841.700,0.0
19,50,13.828.277.587.890.600,40.323.734.283.447.200
19,51,9.975.433.349.609.370,0.0
19,52,0.0,0.0
19,53,11.522.769.927.978.500,9.970.664.978.027.340
19,54,0.0,15.087.127.685.546.800
19,55,16.405.582.427.978.500,10.411.739.349.365.200
20,1,0.0,0.0
20,2,0.0,0.0
20,3,10.139.942.169.189.400,0.0
20,4,0.0,0.0
20,5,0.0,0.0
20,6,0.0,0.0
20,7,0.0,9.961.128.234.863.280
20,8,10.001.659.393.310.500,0.0
20,9,0.0,0.0
20,10,0.0,1.003.265.380.859.370
20,11,0.0,0.0
20,12,0.0,9.963.512.420.654.290
20,13,919.342.041.015.625,0.0
20,14,9.670.257.568.359.370,12.240.409.851.074.200
20,15,5.774.497.985.839.840,0.0
20,16,5.109.310.150.146.480,23.665.428.161.621.000
20,17,11.279.582.977.294.900,10.051.727.294.921.800
20,18,10.170.936.584.472.600,10.046.958.923.339.800
20,19,9.827.613.830.566.400,0.0
20,20,0.0,9.899.139.404.296.870
20,21,0.0,0.0
20,22,0.0,0.0
20,23,0.0,0.0
20,24,0.0,0.0
20,25,0.0,0.0
20,26,0.0,0.0
20,27,0.0,0.0
20,28,0.0,0.0
20,29,0.0,0.0
20,30,4.927.635.192.871.090,0.0
20,31,0.0,0.0
20,32,0.0,0.0
20,33,0.0,5.379.915.237.426.750
20,34,10.006.427.764.892.500,0.0
20,35,0.0,10.101.795.196.533.200
20,36,0.0,0.0
20,37,1.092.672.348.022.460,9.989.738.464.355.460
20,38,0.0,0.0
20,39,10.025.501.251.220.700,9.984.970.092.773.430
20,40,5.745.887.756.347.650,0.0
20,41,0.0,10.042.190.551.757.800
20,42,0.0,0.0
20,43,0.0,0.0
20,44,0.0,0.0
20,45,5.564.689.636.230.460,0.0
20,46,0.0,0.0
20,47,2.572.298.049.926.750,5.007.743.835.449.210
20,48,0.0,0.0
20,49,15.101.432.800.292.900,3.952.980.041.503.900
20,50,10.144.710.540.771.400,10.023.117.065.429.600
20,51,0.0,9.992.122.650.146.480
20,52,9.996.891.021.728.510,0.0
20,53,9.598.731.994.628.900,9.992.122.650.146.480
20,54,15.461.444.854.736.300,9.980.201.721.191.400
20,55,10.449.886.322.021.400,4.067.420.959.472.650
21,1,0.0,0.0
21,2,0.0,0.0
21,3,0.0,0.0
21,4,4.334.449.768.066.400,0.0
21,5,0.0,0.0
21,6,3.628.730.773.925.780,0.0
21,7,0.0,0.0
21,8,0.0,0.0
21,9,0.0,0.0
21,10,24.251.937.866.210.900,0.0
21,11,0.0,0.0
21,12,0.0,6.203.651.428.222.650
21,13,29.838.085.174.560.500,0.0
21,14,0.0,0.0
21,15,0.0,0.0
21,16,0.0,0.0
21,17,9.944.438.934.326.170,0.0
21,18,0.0,11.830.329.895.019.500
21,19,0.0,0.0
21,20,0.0,37.932.395.935.058.500
21,21,0.0,0.0
21,22,0.0,10.008.811.950.683.500
21,23,0.0,0.0
21,24,15.056.133.270.263.600,1.005.411.148.071.280
21,25,4.887.580.871.582.030,0.0
21,26,5.524.158.477.783.200,0.0
21,27,24.271.011.352.539.000,0.0
21,28,0.0,3.769.397.735.595.700
21,29,10.046.958.923.339.800,27.060.508.728.027.300
21,30,0.0,0.0
21,31,9.961.128.234.863.280,0.0
21,32,0.0,0.0
21,33,1.001.596.450.805.660,0.0
21,34,0.0,0.0
21,35,0.0,0.0
21,36,12.314.319.610.595.700,0.0
21,37,0.0,0.0
21,38,0.0,0.0
21,39,0.0,37.255.287.170.410.100
21,40,0.0,0.0
21,41,0.0,10.085.105.895.996.000
21,42,5.559.921.264.648.430,9.992.122.650.146.480
21,43,0.0,6.289.482.116.699.210
21,44,0.0,10.554.790.496.826.100
21,45,1.882.314.682.006.830,10.113.716.125.488.200
21,46,10.113.716.125.488.200,11.239.051.818.847.600
21,47,0.0,9.272.098.541.259.760
21,48,0.0,10.080.337.524.414.000
21,49,0.0,0.0
21,50,9.987.354.278.564.450,1.032.114.028.930.660
21,51,7.061.958.312.988.280,9.696.483.612.060.540
21,52,0.0,0.0
21,53,0.0,980.377.197.265.625
21,54,0.0,9.179.115.295.410.150
21,55,0.0,0.0
22,1,0.0,0.0
22,2,0.0,0.0
22,3,0.0,9.958.744.049.072.260
22,4,0.0,0.0
22,5,0.0,0.0
22,6,0.0,12.979.507.446.289.000
22,7,23.224.353.790.283.200,0.0
22,8,0.0,0.0
22,9,0.0,34.046.173.095.703.100
22,10,10.089.874.267.578.100,0.0
22,11,0.0,10.080.337.524.414.000
22,12,997.304.916.381.836,0.0
22,13,0.0,0.0
22,14,10.056.495.666.503.900,0.0
22,15,0.0,0.0
22,16,6.976.127.624.511.710,0.0
22,17,10.263.919.830.322.200,0.0
22,18,0.0,0.0
22,19,0.0,0.0
22,20,30.798.912.048.339.800,0.0
22,21,0.0,15.082.359.313.964.800
22,22,0.0,0.0
22,23,0.0,10.097.026.824.951.100
22,24,0.0,0.0
22,25,0.0,0.0
22,26,0.0,0.0
22,27,3.136.873.245.239.250,0.0
22,28,0.0,1.194.000.244.140.620
22,29,10.116.100.311.279.200,0.0
22,30,0.0,0.0
22,31,997.304.916.381.836,0.0
22,32,0.0,0.0
22,33,0.0,0.0
22,34,0.0,0.0
22,35,0.0,0.0
22,36,10.018.348.693.847.600,0.0
22,37,5.702.972.412.109.370,0.0
22,38,0.0,0.0
22,39,0.0,0.0
22,40,0.0,0.0
22,41,0.0,0.0
22,42,2.510.547.637.939.450,15.070.438.385.009.700
22,43,0.0,0.0
22,44,0.0,25.463.104.248.046.800
22,45,17.733.573.913.574.200,9.741.783.142.089.840
22,46,5.528.926.849.365.230,16.837.120.056.152.300
22,47,13.175.010.681.152.300,15.261.173.248.291.000
22,48,11.429.786.682.128.900,8.156.299.591.064.450
22,49,0.0,3.192.424.774.169.920
22,50,9.982.585.906.982.420,10.135.173.797.607.400
22,51,0.0,15.075.206.756.591.700
22,52,10.020.732.879.638.600,0.0
22,53,8.642.673.492.431.640,0.0
22,54,0.0,0.0
22,55,0.0,0.0
23,1,9.963.512.420.654.290,0.0
23,2,4.563.331.604.003.900,0.0
23,3,0.0,0.0
23,4,0.0,0.0
23,5,0.0,0.0
23,6,0.0,6.008.625.030.517.570
23,7,0.0,4.036.426.544.189.450
23,8,0.0,0.0
23,9,10.013.580.322.265.600,0.0
23,10,0.0,0.0
23,11,0.0,9.577.274.322.509.760
23,12,0.0,9.253.025.054.931.640
23,13,0.0,10.161.399.841.308.500
23,14,31.900.405.883.789.000,10.688.304.901.123.000
23,15,0.0,3.001.689.910.888.670
23,16,0.0,0.0
23,17,10.135.173.797.607.400,0.0
23,18,11.830.329.895.019.500,9.987.354.278.564.450
23,19,10.128.021.240.234.300,0.0
23,20,0.0,0.0
23,21,9.057.521.820.068.350,0.0
23,22,6.978.511.810.302.730,0.0
23,23,5.567.073.822.021.480,0.0
23,24,0.0,0.0
23,25,10.154.247.283.935.500,0.0
23,26,0.0,11.191.368.103.027.300
23,27,0.0,6.358.623.504.638.670
23,28,0.0,18.286.705.017.089.800
23,29,0.0,0.0
23,30,0.0,0.0
23,31,0.0,0.0
23,32,34.627.914.428.710.900,0.0
23,33,0.0,0.0
23,34,10.085.105.895.996.000,10.457.038.879.394.500
23,35,0.0,0.0
23,36,10.001.659.393.310.500,9.984.970.092.773.430
23,37,0.0,32.782.554.626.464.800
23,38,0.0,0.0
23,39,0.0,0.0
23,40,0.0,7.793.903.350.830.070
23,41,0.0,0.0
23,42,7.755.756.378.173.820,0.0
23,43,8.971.691.131.591.790,0.0
23,44,0.0,0.0
23,45,0.0,10.097.026.824.951.100
23,46,35.097.599.029.541.000,0.0
23,47,0.0,0.0
23,48,0.0,10.013.580.322.265.600
23,49,9.970.664.978.027.340,0.0
23,50,10.259.151.458.740.200,20.210.742.950.439.400
23,51,8.401.870.727.539.060,0.0
23,52,0.0,0.0
23,53,10.066.032.409.667.900,10.080.337.524.414.000
23,54,0.0,0.0
23,55,0.0,0.0
24,1,0.0,0.0
24,2,0.0,0.0
24,3,0.0,0.0
24,4,38.602.352.142.333.900,0.0
24,5,0.0,9.989.738.464.355.460
24,6,0.0,0.0
24,7,10.099.411.010.742.100,0.0
24,8,0.0,10.561.943.054.199.200
24,9,9.999.275.207.519.530,0.0
24,10,6.380.081.176.757.810,0.0
24,11,0.0,0.0
24,12,8.785.724.639.892.570,1.134.634.017.944.330
24,13,10.175.704.956.054.600,10.170.936.584.472.600
24,14,1.495.361.328.125,9.987.354.278.564.450
24,15,0.0,993.490.219.116.211
24,16,99.945.068.359.375,8.864.402.770.996.090
24,17,0.0,0.0
24,18,0.0,10.063.648.223.876.900
24,19,0.0,0.0
24,20,15.106.201.171.875,9.944.438.934.326.170
24,21,0.0,0.0
24,22,38.123.130.798.339.800,0.0
24,23,0.0,0.0
24,24,10.819.435.119.628.900,15.108.585.357.666.000
24,25,0.0,0.0
24,26,0.0,10.068.416.595.458.900
24,27,0.0,4.417.896.270.751.950
24,28,0.0,6.158.351.898.193.350
24,29,0.0,0.0
24,30,0.0,10.044.574.737.548.800
24,31,0.0,0.0
24,32,395.512.580.871.582,0.0
24,33,0.0,0.0
24,34,0.0,0.0
24,35,10.120.868.682.861.300,99.945.068.359.375
24,36,0.0,0.0
24,37,10.039.806.365.966.700,9.553.432.464.599.600
24,38,0.0,3.733.634.948.730.460
24,39,10.788.440.704.345.700,0.0
24,40,8.676.052.093.505.850,1.009.225.845.336.910
24,41,10.113.716.125.488.200,10.042.190.551.757.800
24,42,18.467.903.137.207.000,6.103.515.625
24,43,15.070.438.385.009.700,0.0
24,44,5.159.378.051.757.810,0.0
24,45,0.0,5.018.949.508.666.990
24,46,1.005.411.148.071.280,0.0
24,47,0.0,0.0
24,48,10.042.190.551.757.800,0.0
24,49,8.587.837.219.238.280,5.018.711.090.087.890
24,50,9.047.985.076.904.290,0.0
24,51,15.101.432.800.292.900,0.0
24,52,0.0,8.707.046.508.789.060
24,53,0.0,0.0
24,54,1.020.669.937.133.780,0.0
24,55,5.753.040.313.720.700,5.019.187.927.246.090
25,1,0.0,0.0
25,2,0.0,0.0
25,3,10.094.642.639.160.100,0.0
25,4,0.0,0.0
25,5,10.352.134.704.589.800,0.0
25,6,0.0,5.043.506.622.314.450
25,7,0.0,0.0
25,8,0.0,0.0
25,9,0.0,0.0
25,10,32.231.807.708.740.200,0.0
25,11,10.123.252.868.652.300,0.0
25,12,10.178.089.141.845.700,0.0
25,13,0.0,0.0
25,14,0.0,18.932.819.366.455.000
25,15,10.037.422.180.175.700,0.0
25,16,0.0,0.0
25,17,0.0,26.671.886.444.091.700
25,18,0.0,0.0
25,19,0.0,0.0
25,20,0.0,0.0
25,21,0.0,0.0
25,22,0.0,5.613.803.863.525.390
25,23,0.0,0.0
25,24,0.0,0.0
25,25,5.904.674.530.029.290,0.0
25,26,0.0,0.0
25,27,10.097.026.824.951.100,0.0
25,28,0.0,5.013.704.299.926.750
25,29,10.192.394.256.591.700,0.0
25,30,8.165.836.334.228.510,2.601.146.697.998.040
25,31,0.0,8.325.576.782.226.560
25,32,25.479.793.548.583.900,15.170.574.188.232.400
25,33,10.986.328.125,0.0
25,34,0.0,0.0
25,35,0.0,0.0
25,36,10.056.495.666.503.900,5.049.705.505.371.090
25,37,0.0,0.0
25,38,15.079.975.128.173.800,0.0
25,39,4.477.500.915.527.340,0.0
25,40,0.0,0.0
25,41,0.0,5.078.315.734.863.280
25,42,0.0,0.0
25,43,0.0,0.0
25,44,0.0,41.768.550.872.802.700
25,45,0.0,9.691.715.240.478.510
25,46,0.0,0.0
25,47,0.0,0.0
25,48,0.0,0.0
25,49,0.0,0.0
25,50,6.691.932.678.222.650,50.506.591.796.875
25,51,0.0,0.0
25,52,9.989.738.464.355.460,0.0
25,53,9.984.970.092.773.430,0.0
25,54,1.001.596.450.805.660,51.038.265.228.271.400
25,55,10.116.100.311.279.200,9.510.517.120.361.320
26,1,4.394.054.412.841.790,0.0
26,2,0.0,0.0
26,3,9.989.738.464.355.460,0.0
26,4,0.0,0.0
26,5,0.0,0.0
26,6,0.0,0.0
26,7,9.989.738.464.355.460,8.069.515.228.271.480
26,8,0.0,0.0
26,9,0.0,0.0
26,10,9.999.275.207.519.530,0.0
26,11,5.826.950.073.242.180,0.0
26,12,484.466.552.734.375,0.0
26,13,17.118.453.979.492.100,0.0
26,14,0.0,0.0
26,15,0.0,0.0
26,16,15.096.664.428.710.900,2.015.829.086.303.710
26,17,0.0,8.828.639.984.130.850
26,18,0.0,0.0
26,19,0.0,15.149.116.516.113.200
26,20,0.0,0.0
26,21,10.006.427.764.892.500,0.0
26,22,0.0,0.0
26,23,8.091.926.574.707.030,0.0
26,24,0.0,0.0
26,25,0.0,0.0
26,26,0.0,0.0
26,27,0.0,0.0
26,28,24.423.599.243.164.000,5.089.282.989.501.950
26,29,5.671.977.996.826.170,0.0
26,30,0.0,0.0
26,31,0.0,0.0
26,32,0.0,35.109.519.958.496.000
26,33,0.0,0.0
26,34,17.719.268.798.828.100,0.0
26,35,0.0,0.0
26,36,10.166.168.212.890.600,0.0
26,37,0.0,5.013.942.718.505.850
26,38,9.999.275.207.519.530,0.0
26,39,0.0,0.0
26,40,10.101.795.196.533.200,0.0
26,41,5.078.315.734.863.280,0.0
26,42,978.231.430.053.711,0.0
26,43,0.0,0.0
26,44,1.005.411.148.071.280,0.0
26,45,0.0,0.0
26,46,997.304.916.381.836,9.939.908.981.323.240
26,47,0.0,8.761.882.781.982.420
26,48,10.001.659.393.310.500,0.0
26,49,7.593.631.744.384.760,25.234.222.412.109.300
26,50,13.206.005.096.435.500,0.0
26,51,0.0,5.557.060.241.699.210
26,52,0.0,0.0
26,53,19.359.588.623.046.800,3.187.894.821.166.990
26,54,5.993.843.078.613.280,10.080.337.524.414.000
26,55,24.962.425.231.933.500,9.927.749.633.789.060
27,1,7.939.338.684.082.030,1.001.596.450.805.660
27,2,0.0,0.0
27,3,10.173.320.770.263.600,1.308.917.999.267.570
27,4,0.0,7.779.598.236.083.980
27,5,0.0,0.0
27,6,12.409.687.042.236.300,5.507.469.177.246.090
27,7,0.0,0.0
27,8,0.0,9.868.144.989.013.670
27,9,10.128.021.240.234.300,0.0
27,10,0.0,10.023.117.065.429.600
27,11,0.0,9.713.172.912.597.650
27,12,0.0,5.729.198.455.810.540
27,13,0.0,0.0
27,14,11.374.950.408.935.500,1.008.749.008.178.710
27,15,0.0,0.0
27,16,10.106.563.568.115.200,0.0
27,17,0.0,0.0
27,18,9.968.280.792.236.320,0.0
27,19,0.0,0.0
27,20,0.0,0.0
27,21,10.001.659.393.310.500,401.616.096.496.582
27,22,0.0,3.364.086.151.123.040
27,23,0.0,0.0
27,24,2.467.632.293.701.170,0.0
27,25,6.651.878.356.933.590,9.980.201.721.191.400
27,26,0.0,0.0
27,27,0.0,10.075.569.152.832.000
27,28,24.640.560.150.146.400,9.958.744.049.072.260
27,29,8.158.683.776.855.460,7.236.003.875.732.420
27,30,0.0,0.0
27,31,36.635.398.864.746.000,13.780.593.872.070.300
27,32,1.016.378.402.709.960,0.0
27,33,9.915.828.704.833.980,54.931.640.625
27,34,0.0,4.487.037.658.691.400
27,35,0.0,10.123.252.868.652.300
27,36,0.0,0.0
27,37,1.161.336.898.803.710,0.0
27,38,0.0,0.0
27,39,0.0,0.0
27,40,9.832.382.202.148.430,0.0
27,41,8.349.418.640.136.710,0.0
27,42,9.071.826.934.814.450,0.0
27,43,5.843.639.373.779.290,1.009.225.845.336.910
27,44,11.467.933.654.785.100,0.0
27,45,26.388.168.334.960.900,9.975.433.349.609.370
27,46,5.061.626.434.326.170,10.037.422.180.175.700
27,47,2.015.352.249.145.500,0.0
27,48,9.963.512.420.654.290,10.018.348.693.847.600
27,49,1.003.265.380.859.370,0.0
27,50,20.117.759.704.589.800,412.440.299.987.793
27,51,9.908.676.147.460.930,10.190.010.070.800.700
27,52,10.066.032.409.667.900,9.984.970.092.773.430
27,53,0.0,993.967.056.274.414
27,54,15.408.992.767.333.900,0.0
27,55,0.0,9.996.891.021.728.510
28,1,15.482.902.526.855.400,0.0
28,2,0.0,0.0
28,3,5.908.012.390.136.710,0.0
28,4,6.291.866.302.490.230,0.0
28,5,0.0,0.0
28,6,15.871.524.810.791.000,0.0
28,7,0.0,0.0
28,8,0.0,2.610.445.022.583.000
28,9,0.0,0.0
28,10,0.0,10.113.716.125.488.200
28,11,0.0,0.0
28,12,0.0,10.001.659.393.310.500
28,13,997.781.753.540.039,0.0
28,14,10.004.043.579.101.500,9.996.891.021.728.510
28,15,10.039.806.365.966.700,0.0
28,16,0.0,99.945.068.359.375
28,17,8.528.232.574.462.890,5.033.016.204.833.980
28,18,5.147.457.122.802.730,0.0
28,19,0.0,0.0
28,20,10.137.557.983.398.400,0.0
28,21,12.202.262.878.417.900,0.0
28,22,545.501.708.984.375,0.0
28,23,10.120.868.682.861.300,0.0
28,24,10.001.659.393.310.500,29.370.784.759.521.400
28,25,0.0,0.0
28,26,0.0,10.159.015.655.517.500
28,27,2.508.878.707.885.740,0.0
28,28,0.0,0.0
28,29,10.113.716.125.488.200,9.970.664.978.027.340
28,30,10.051.727.294.921.800,0.0
28,31,9.922.981.262.207.030,10.068.416.595.458.900
28,32,10.023.117.065.429.600,5.862.712.860.107.420
28,33,0.0,0.0
28,34,0.0,0.0
28,35,0.0,0.0
28,36,26.226.043.701.171.800,0.0
28,37,10.731.220.245.361.300,0.0
28,38,8.475.780.487.060.540,0.0
28,39,6.132.125.854.492.180,0.0
28,40,10.135.173.797.607.400,30.541.419.982.910.100
28,41,0.0,10.123.252.868.652.300
